ESTABLIMENTS HOTELERS GENER 2021;;;;
;Ocupació;Viatgers;Pernoctacions;
Girona;11,9% (-18,6 pp);20.545 (-81,7%);38.558 (-81,6%);
Tarragona;11,3% (-13,4 pp);9.492 (-81,4%);17.054 (-79,5%);
Lleida;18,5% (-17,4 pp);18.802 (-75,2%);45.759 (-74,6%);
Barcelona;15,5% (-33,1 pp);112.470 (-85,6%);229.111 (-87,3%);
;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;
