POSICIONAMENT ESTABLIMENTS TURISME RURAL DESEMBRE 2020;;;;
;Ocupació;Viatgers;Pernoctacions;
Girona;11,1% (-8,5 pp);7.232 (-57,8%);16.951 (-57,7%);
Tarragona;5,9% (-10,8 pp);1.986 (-61,5%);3.898 (-67,8%);
Lleida;11,2% (-7,3 pp);3.617 (-60,9%);10.273 (-53,9%);
Barcelona;9,2% (-15,1 pp);4.860 (-66,2%);10.498(-72,5%);
;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;
;;;;
;;;;
;;;;
