POSICIONAMENT ESTABLIMENTS CAMPING DESEMBRE 2020;;;;
;Ocupació;Viatgers;Pernoctacions;
Girona;49,2% (15,8 pp);6.439 (-65,0%);28.845 (-38,9%);
Tarragona;28,3% (3,0 pp);5.782 (-32,1%);19.182 (12,7%);
Lleida;44,8% (0,9 pp);3.646 (-51,0%);8.361(-64,1%);
Barcelona;26,3% (-5,7 pp);6.442 (-61,8%);20.833 (-61,0%);
;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;
