SINTESI DESEMBRE 2020;;;;;;;;
;Número;var. Interanual (%);;;;;;
Viatgers;63.322;-70,8%;;;;;;
Pernoctacions;133.483;-70,5%;;;;;;
Empleats;2.198;-55,2%;;;;;;
;;;;;;;;
;Pes s/total (%) domèstic;Pes s/total (%) estranger;;;;;;
Viatgers;82,42;17,6;;;;;;
Pernoctacions;80,2;19,8;;;;;;
;;;;;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;;;;;
