SINTESI FEBRER 2021;;;;;;;;
;Número;var. Interanual (%);;;;;;
Viatgers;57.033;-74,2%;;;;;;
Pernoctacions;121.607;-72,8%;;;;;;
Empleats;2.018;-59,1%;;;;;;
;;;;;;;;
;Pes s/total (%) domèstic;Pes s/total (%) estranger;;;;;;
Viatgers;83,40;16,6;;;;;;
Pernoctacions;80,3;19,7;;;;;;
;;;;;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;;;;;
