POSICIONAMENT ESTABLIMENTS TURISME RURAL FEBRER 2021;;;;
;Ocupació;Viatgers;Pernoctacions;
Girona;1,9% (-13,2 pp);742 (-94,3%);2.285 (-91,0%);
Tarragona;0,3 (-7,2 pp);82 (-97,1%);149 (-97,0%);
Lleida;0,2% (-13,9 pp);65 (-99,0%);130 (-99,1%);
Barcelona;2,0% (-10,6 pp);644 (-92,3%);1.704 (-89,9%);
;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;
;;;;
;;;;
;;;;
