EVOLUCIÓ OCUPACIÓ;;
en %;Ocupació % per places;
;Hotels_21;Hotels_20
Gener;15,5;48,6
Febrer;;50,1
Març;;
Abril;;0,0
Maig;;
Juny;;15,7
Juliol;;26,8
Agost;;28,2
Setembre;;18,5
Octubre;;15,1
Novembre;;12,8
Desembre;;16,6
;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;
