POSICIONAMENT ESTABLIMENTS TURISME RURAL GENER 2021;;;;
;Ocupació;Viatgers;Pernoctacions;
Girona;3,9% (-7,8 pp);1.114 (-89,7%);4.564 (-77,9%);
Tarragona;1,7 (-3,6 pp);199 (-90,5%);932 (-74,1%);
Lleida;3,7% (-6,8 pp);740 (-86,3%);3.070 (-73,8%);
Barcelona;2,9% (-7,6pp);1.181 (-83,8%);2.572 (-82,5%);
;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;
;;;;
;;;;
;;;;
