ESTABLIMENTS HOTELERS FEBRER 2021;;;;
;Ocupació;Viatgers;Pernoctacions;
Girona;12,3% (-27,2 pp);23.331 (-85,3%);39.541 (-87,0%);
Tarragona;12,6% (-18,5 pp);12.297 (-77,6%);19.909 (-78,4%);
Lleida;12,8% (-31,7 pp);12.049 (-87,0%);25.517 (-88,5%);
Barcelona;18,7% (-31,4 pp);132.546 (-83,3%);254.903 (-85,6%);
;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;
