POSICIONAMENT ESTABLIMENTS CAMPING ANUAL 2020;;;;
;Ocupació;Viatgers;Pernoctacions;
Girona;31,6% (-10,3 pp);662.909 (-51,5%);3.083.842 (-59,6%);
Tarragona;34,3% (-13,5 pp);533.447 (-49,9%);2.437.123 (-59,0%);
Lleida;44,5% (4,7 pp);157.569 (-20,8%);536.839 (-16,6%);
Barcelona;39,7% (-7,7 pp);358.543 (-52,6%);1.296.836 (-56,0%);
;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;
