POSICIONAMENT ESTABLIMENTS TURISME RURAL ANUAL 2020;;;;
;Ocupació;Viatgers;Pernoctacions;
Girona;21,3% (-1,4 pp);118.329 (-42,1%);345.690 (-35,7%);
Tarragona;nd (-1,1 pp);nd (-45,9%);nd (-36,5%);
Lleida;16,6% (4,0 pp);48.163 (-38,5%);160.091 (-12,5%);
Barcelona;18,4% (-3,4 pp);76.682 (-54,6%);216.855 (-47,4%);
;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;
;;;;
;;;;
;;;;
