POSICIONAMENT ESTABLIMENTS CAMPING FEBRER 2021;;;;
;Ocupació;Viatgers;Pernoctacions;
Girona;32,0% (-1,6 pp);4.101 (-80,1%);8.382 (-82,8%);
Tarragona;20,5% (-9,4 pp);2.659 (-73,4%);4.685 (-74,7%);
Lleida;43,1% (-2,0 pp);494 (-95,7%);1.449 (-93,9%);
Barcelona;23,0% (-14,8 pp);5.599 (-78,3%);13.917 (-79,3%);
;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;
