CUSEC,vivienda turistica,plazas,plazas por vivienda turistica,Porcentaje vivienda turistica,PERIODO,PROV,MUN_LITERAL
0816902001,3,18,6.0,0.40106952,2025M11,8,"Prat de Llobregat, El"
0816901003,1,5,5.0,0.15974441,2025M11,8,"Prat de Llobregat, El"
0816903012,0,0,0.0,0.0,2025M11,8,"Prat de Llobregat, El"
0816901005,6,17,2.8333333,0.872093,2025M11,8,"Prat de Llobregat, El"
0816901001,5,15,3.0,0.6289308,2025M11,8,"Prat de Llobregat, El"
0816902003,6,20,3.3333333,0.9569378,2025M11,8,"Prat de Llobregat, El"
0817001001,1,16,16.0,0.28169015,2025M11,8,"Prats de Rei, Els"
0817101002,0,0,0.0,0.0,2025M11,8,Prats de Lluçanès
0817101001,1,7,7.0,0.16103059,2025M11,8,Prats de Lluçanès
0817203009,5,20,4.0,0.8635579,2025M11,8,Premià de Mar
0817203008,0,0,0.0,0.0,2025M11,8,Premià de Mar
0817203002,1,6,6.0,0.13793103,2025M11,8,Premià de Mar
0817201002,13,56,4.3076925,1.199262,2025M11,8,Premià de Mar
0817201003,1,4,4.0,0.089605734,2025M11,8,Premià de Mar
0817202001,8,53,6.625,0.7968128,2025M11,8,Premià de Mar
0817203003,2,5,2.5,0.37313432,2025M11,8,Premià de Mar
0817202004,0,0,0.0,0.0,2025M11,8,Premià de Mar
0817202003,3,15,5.0,0.39370078,2025M11,8,Premià de Mar
0817203001,4,19,4.75,0.5471956,2025M11,8,Premià de Mar
0817202002,3,12,4.0,0.30241936,2025M11,8,Premià de Mar
0817203004,0,0,0.0,0.0,2025M11,8,Premià de Mar
0817203007,2,14,7.0,0.3294893,2025M11,8,Premià de Mar
0817203006,1,4,4.0,0.16806723,2025M11,8,Premià de Mar
0817201001,5,19,3.8,0.46860355,2025M11,8,Premià de Mar
0817203005,0,0,0.0,0.0,2025M11,8,Premià de Mar
0817401001,1,15,15.0,0.38022813,2025M11,8,Puigdàlber
0817502001,2,13,6.5,0.5012531,2025M11,8,Puig-reig
0817501001,0,0,0.0,0.0,2025M11,8,Puig-reig
0817501002,0,0,0.0,0.0,2025M11,8,Puig-reig
0817601001,10,73,7.3,5.681818,2025M11,8,Pujalt
0817701001,2,15,7.5,0.0,2025M11,8,"Quar, La"
0817801001,0,0,0.0,0.0,2025M11,8,Rajadell
0817901001,7,33,4.714286,1.2773722,2025M11,8,Rellinars
0818002004,0,0,0.0,0.0,2025M11,8,Ripollet
0818002007,0,0,0.0,0.0,2025M11,8,Ripollet
0818002006,0,0,0.0,0.0,2025M11,8,Ripollet
0818002005,0,0,0.0,0.0,2025M11,8,Ripollet
0818002003,0,0,0.0,0.0,2025M11,8,Ripollet
0818002002,0,0,0.0,0.0,2025M11,8,Ripollet
0818002001,0,0,0.0,0.0,2025M11,8,Ripollet
0818001010,0,0,0.0,0.0,2025M11,8,Ripollet
0818001009,0,0,0.0,0.0,2025M11,8,Ripollet
0818001006,0,0,0.0,0.0,2025M11,8,Ripollet
0818001004,1,4,4.0,0.11918951,2025M11,8,Ripollet
0818001003,0,0,0.0,0.0,2025M11,8,Ripollet
0818001001,0,0,0.0,0.0,2025M11,8,Ripollet
0818001011,0,0,0.0,0.0,2025M11,8,Ripollet
0818001002,0,0,0.0,0.0,2025M11,8,Ripollet
0818001005,1,4,4.0,0.119474314,2025M11,8,Ripollet
0818001012,0,0,0.0,0.0,2025M11,8,Ripollet
0818001007,2,8,4.0,0.19286403,2025M11,8,Ripollet
0818001013,0,0,0.0,0.0,2025M11,8,Ripollet
0818001008,3,15,5.0,0.25641024,2025M11,8,Ripollet
0818101005,3,12,4.0,0.23094688,2025M11,8,"Roca del Vallès, La"
0818101004,1,4,4.0,0.113895215,2025M11,8,"Roca del Vallès, La"
0818101003,1,4,4.0,0.08896797,2025M11,8,"Roca del Vallès, La"
0818101001,4,16,4.0,0.5427408,2025M11,8,"Roca del Vallès, La"
0818101002,0,0,0.0,0.0,2025M11,8,"Roca del Vallès, La"
0818201001,8,72,9.0,0.41004613,2025M11,8,"Pont de Vilomara i Rocafort, El"
0818302001,1,3,3.0,0.17064847,2025M11,8,Roda de Ter
0818301003,1,2,2.0,0.1650165,2025M11,8,Roda de Ter
0818301001,4,32,8.0,0.4305705,2025M11,8,Roda de Ter
0818301002,2,6,3.0,0.28653294,2025M11,8,Roda de Ter
0818404007,0,0,0.0,0.0,2025M11,8,Rubí
0818404008,1,6,6.0,0.16863406,2025M11,8,Rubí
0818404010,0,0,0.0,0.0,2025M11,8,Rubí
0818404011,0,0,0.0,0.0,2025M11,8,Rubí
0818404012,0,0,0.0,0.0,2025M11,8,Rubí
0818404014,0,0,0.0,0.0,2025M11,8,Rubí
0818404015,1,4,4.0,0.14992504,2025M11,8,Rubí
0818404016,0,0,0.0,0.0,2025M11,8,Rubí
0818404018,0,0,0.0,0.0,2025M11,8,Rubí
0818404019,0,0,0.0,0.0,2025M11,8,Rubí
0818404022,0,0,0.0,0.0,2025M11,8,Rubí
0818404025,0,0,0.0,0.0,2025M11,8,Rubí
0818404023,0,0,0.0,0.0,2025M11,8,Rubí
0818404021,1,4,4.0,0.152207,2025M11,8,Rubí
0818404024,6,24,4.0,1.0657194,2025M11,8,Rubí
0818404020,0,0,0.0,0.0,2025M11,8,Rubí
0818404013,0,0,0.0,0.0,2025M11,8,Rubí
0818404006,3,10,3.3333333,0.36764705,2025M11,8,Rubí
0818404009,0,0,0.0,0.0,2025M11,8,Rubí
0818404005,0,0,0.0,0.0,2025M11,8,Rubí
0818404004,0,0,0.0,0.0,2025M11,8,Rubí
0818404003,1,4,4.0,0.14204545,2025M11,8,Rubí
0818404002,3,12,4.0,0.4622496,2025M11,8,Rubí
0818404001,3,12,4.0,0.4037685,2025M11,8,Rubí
0818403008,0,0,0.0,0.0,2025M11,8,Rubí
0818403007,1,4,4.0,0.12787724,2025M11,8,Rubí
0818402004,0,0,0.0,0.0,2025M11,8,Rubí
0818403005,0,0,0.0,0.0,2025M11,8,Rubí
0818402006,2,10,5.0,0.3710575,2025M11,8,Rubí
0818404026,4,14,3.5,0.41365045,2025M11,8,Rubí
0818403001,6,34,5.6666665,0.82417583,2025M11,8,Rubí
0818403003,1,4,4.0,0.11668611,2025M11,8,Rubí
0818402005,0,0,0.0,0.0,2025M11,8,Rubí
0818403009,0,0,0.0,0.0,2025M11,8,Rubí
0818401004,3,36,12.0,0.405954,2025M11,8,Rubí
0818402003,0,0,0.0,0.0,2025M11,8,Rubí
0818402001,3,20,6.6666665,0.24570024,2025M11,8,Rubí
0818401003,0,0,0.0,0.0,2025M11,8,Rubí
0818401002,0,0,0.0,0.0,2025M11,8,Rubí
0818403004,0,0,0.0,0.0,2025M11,8,Rubí
0818403006,1,4,4.0,0.125,2025M11,8,Rubí
0818401001,0,0,0.0,0.0,2025M11,8,Rubí
0818501001,1,16,16.0,0.96153843,2025M11,8,Rubió
0818706002,0,0,0.0,0.0,2025M11,8,Sabadell
0818705015,3,12,4.0,0.4636785,2025M11,8,Sabadell
0818707001,0,0,0.0,0.0,2025M11,8,Sabadell
0818707008,0,0,0.0,0.0,2025M11,8,Sabadell
0818707006,0,0,0.0,0.0,2025M11,8,Sabadell
0818707004,0,0,0.0,0.0,2025M11,8,Sabadell
0818707003,0,0,0.0,0.0,2025M11,8,Sabadell
0818707002,0,0,0.0,0.0,2025M11,8,Sabadell
0818706025,0,0,0.0,0.0,2025M11,8,Sabadell
0818706024,0,0,0.0,0.0,2025M11,8,Sabadell
0818706023,1,4,4.0,0.11764706,2025M11,8,Sabadell
0818706022,1,4,4.0,0.13140604,2025M11,8,Sabadell
0818706021,2,8,4.0,0.41322315,2025M11,8,Sabadell
0818706020,0,0,0.0,0.0,2025M11,8,Sabadell
0818706018,1,4,4.0,0.13071896,2025M11,8,Sabadell
0818706016,0,0,0.0,0.0,2025M11,8,Sabadell
0818706014,0,0,0.0,0.0,2025M11,8,Sabadell
0818706013,0,0,0.0,0.0,2025M11,8,Sabadell
0818706012,0,0,0.0,0.0,2025M11,8,Sabadell
0818706010,0,0,0.0,0.0,2025M11,8,Sabadell
0818706006,0,0,0.0,0.0,2025M11,8,Sabadell
0818706007,1,4,4.0,0.2247191,2025M11,8,Sabadell
0818706005,0,0,0.0,0.0,2025M11,8,Sabadell
0818706004,0,0,0.0,0.0,2025M11,8,Sabadell
0818706003,0,0,0.0,0.0,2025M11,8,Sabadell
0818706011,0,0,0.0,0.0,2025M11,8,Sabadell
0818706001,0,0,0.0,0.0,2025M11,8,Sabadell
0818705016,2,5,2.5,0.32894737,2025M11,8,Sabadell
0818705014,0,0,0.0,0.0,2025M11,8,Sabadell
0818705013,0,0,0.0,0.0,2025M11,8,Sabadell
0818705011,0,0,0.0,0.0,2025M11,8,Sabadell
0818705009,0,0,0.0,0.0,2025M11,8,Sabadell
0818705008,0,0,0.0,0.0,2025M11,8,Sabadell
0818705006,0,0,0.0,0.0,2025M11,8,Sabadell
0818705004,0,0,0.0,0.0,2025M11,8,Sabadell
0818705007,1,3,3.0,0.32786885,2025M11,8,Sabadell
0818705002,2,8,4.0,0.22222222,2025M11,8,Sabadell
0818705005,2,8,4.0,0.33500838,2025M11,8,Sabadell
0818705001,1,4,4.0,0.12210012,2025M11,8,Sabadell
0818705003,0,0,0.0,0.0,2025M11,8,Sabadell
0818704030,0,0,0.0,0.0,2025M11,8,Sabadell
0818704028,0,0,0.0,0.0,2025M11,8,Sabadell
0818704027,0,0,0.0,0.0,2025M11,8,Sabadell
0818704026,0,0,0.0,0.0,2025M11,8,Sabadell
0818704024,0,0,0.0,0.0,2025M11,8,Sabadell
0818704023,1,4,4.0,0.21645021,2025M11,8,Sabadell
0818704022,0,0,0.0,0.0,2025M11,8,Sabadell
0818704020,0,0,0.0,0.0,2025M11,8,Sabadell
0818704019,0,0,0.0,0.0,2025M11,8,Sabadell
0818704018,0,0,0.0,0.0,2025M11,8,Sabadell
0818704017,1,6,6.0,0.12484395,2025M11,8,Sabadell
0818704016,0,0,0.0,0.0,2025M11,8,Sabadell
0818704015,0,0,0.0,0.0,2025M11,8,Sabadell
0818704012,0,0,0.0,0.0,2025M11,8,Sabadell
0818704003,0,0,0.0,0.0,2025M11,8,Sabadell
0818704011,0,0,0.0,0.0,2025M11,8,Sabadell
0818704004,0,0,0.0,0.0,2025M11,8,Sabadell
0818704008,3,12,4.0,0.37926674,2025M11,8,Sabadell
0818704006,0,0,0.0,0.0,2025M11,8,Sabadell
0818704010,1,4,4.0,0.16722408,2025M11,8,Sabadell
0818704009,1,4,4.0,0.24038461,2025M11,8,Sabadell
0818704002,0,0,0.0,0.0,2025M11,8,Sabadell
0818703027,0,0,0.0,0.0,2025M11,8,Sabadell
0818704014,0,0,0.0,0.0,2025M11,8,Sabadell
0818703026,0,0,0.0,0.0,2025M11,8,Sabadell
0818703025,0,0,0.0,0.0,2025M11,8,Sabadell
0818704007,0,0,0.0,0.0,2025M11,8,Sabadell
0818703024,0,0,0.0,0.0,2025M11,8,Sabadell
0818703023,0,0,0.0,0.0,2025M11,8,Sabadell
0818703022,0,0,0.0,0.0,2025M11,8,Sabadell
0818703021,2,11,5.5,0.3539823,2025M11,8,Sabadell
0818703019,1,6,6.0,0.31152648,2025M11,8,Sabadell
0818703018,0,0,0.0,0.0,2025M11,8,Sabadell
0818703017,0,0,0.0,0.0,2025M11,8,Sabadell
0818703020,0,0,0.0,0.0,2025M11,8,Sabadell
0818703015,0,0,0.0,0.0,2025M11,8,Sabadell
0818703014,0,0,0.0,0.0,2025M11,8,Sabadell
0818703013,1,4,4.0,0.21186441,2025M11,8,Sabadell
0818703016,0,0,0.0,0.0,2025M11,8,Sabadell
0818703011,0,0,0.0,0.0,2025M11,8,Sabadell
0818703010,0,0,0.0,0.0,2025M11,8,Sabadell
0818704005,1,4,4.0,0.14513788,2025M11,8,Sabadell
0818704001,0,0,0.0,0.0,2025M11,8,Sabadell
0818704013,0,0,0.0,0.0,2025M11,8,Sabadell
0818703007,0,0,0.0,0.0,2025M11,8,Sabadell
0818703009,0,0,0.0,0.0,2025M11,8,Sabadell
0818703008,2,8,4.0,0.4008016,2025M11,8,Sabadell
0818703005,0,0,0.0,0.0,2025M11,8,Sabadell
0818703003,0,0,0.0,0.0,2025M11,8,Sabadell
0818703006,0,0,0.0,0.0,2025M11,8,Sabadell
0818703001,0,0,0.0,0.0,2025M11,8,Sabadell
0818703004,1,4,4.0,0.13623978,2025M11,8,Sabadell
0818703012,1,4,4.0,0.24271844,2025M11,8,Sabadell
0818703002,0,0,0.0,0.0,2025M11,8,Sabadell
0818704025,0,0,0.0,0.0,2025M11,8,Sabadell
0818702015,2,8,4.0,0.32894737,2025M11,8,Sabadell
0818702014,0,0,0.0,0.0,2025M11,8,Sabadell
0818702017,2,8,4.0,0.3809524,2025M11,8,Sabadell
0818702013,0,0,0.0,0.0,2025M11,8,Sabadell
0818702012,0,0,0.0,0.0,2025M11,8,Sabadell
0818702011,0,0,0.0,0.0,2025M11,8,Sabadell
0818702010,0,0,0.0,0.0,2025M11,8,Sabadell
0818704029,4,20,5.0,0.8213552,2025M11,8,Sabadell
0818704021,0,0,0.0,0.0,2025M11,8,Sabadell
0818702009,0,0,0.0,0.0,2025M11,8,Sabadell
0818702016,0,0,0.0,0.0,2025M11,8,Sabadell
0818702008,0,0,0.0,0.0,2025M11,8,Sabadell
0818702007,2,8,4.0,0.23201856,2025M11,8,Sabadell
0818702006,1,4,4.0,0.10660981,2025M11,8,Sabadell
0818702003,0,0,0.0,0.0,2025M11,8,Sabadell
0818701037,0,0,0.0,0.0,2025M11,8,Sabadell
0818705012,0,0,0.0,0.0,2025M11,8,Sabadell
0818702001,0,0,0.0,0.0,2025M11,8,Sabadell
0818702002,1,4,4.0,0.15360983,2025M11,8,Sabadell
0818701038,0,0,0.0,0.0,2025M11,8,Sabadell
0818702004,2,8,4.0,0.2173913,2025M11,8,Sabadell
0818701036,0,0,0.0,0.0,2025M11,8,Sabadell
0818701035,0,0,0.0,0.0,2025M11,8,Sabadell
0818701034,0,0,0.0,0.0,2025M11,8,Sabadell
0818701033,4,15,3.75,0.6745362,2025M11,8,Sabadell
0818701032,1,4,4.0,0.1724138,2025M11,8,Sabadell
0818706009,0,0,0.0,0.0,2025M11,8,Sabadell
0818706008,1,4,4.0,0.16025642,2025M11,8,Sabadell
0818701031,0,0,0.0,0.0,2025M11,8,Sabadell
0818702005,3,12,4.0,0.36014405,2025M11,8,Sabadell
0818701030,1,4,4.0,0.18726592,2025M11,8,Sabadell
0818701029,1,4,4.0,0.17699115,2025M11,8,Sabadell
0818701027,0,0,0.0,0.0,2025M11,8,Sabadell
0818701028,1,4,4.0,0.25906736,2025M11,8,Sabadell
0818701025,0,0,0.0,0.0,2025M11,8,Sabadell
0818701024,0,0,0.0,0.0,2025M11,8,Sabadell
0818706017,0,0,0.0,0.0,2025M11,8,Sabadell
0818701023,0,0,0.0,0.0,2025M11,8,Sabadell
0818701022,0,0,0.0,0.0,2025M11,8,Sabadell
0818701026,0,0,0.0,0.0,2025M11,8,Sabadell
0818701021,0,0,0.0,0.0,2025M11,8,Sabadell
0818701020,0,0,0.0,0.0,2025M11,8,Sabadell
0818701019,2,8,4.0,0.1923077,2025M11,8,Sabadell
0818701018,0,0,0.0,0.0,2025M11,8,Sabadell
0818701015,1,4,4.0,0.14084508,2025M11,8,Sabadell
0818701014,0,0,0.0,0.0,2025M11,8,Sabadell
0818701013,0,0,0.0,0.0,2025M11,8,Sabadell
0818701010,1,4,4.0,0.17921147,2025M11,8,Sabadell
0818701007,1,4,4.0,0.105596624,2025M11,8,Sabadell
0818707005,1,4,4.0,0.19762845,2025M11,8,Sabadell
0818707007,0,0,0.0,0.0,2025M11,8,Sabadell
0818701008,1,4,4.0,0.08503401,2025M11,8,Sabadell
0818701005,0,0,0.0,0.0,2025M11,8,Sabadell
0818701002,0,0,0.0,0.0,2025M11,8,Sabadell
0818701003,2,8,4.0,0.34423408,2025M11,8,Sabadell
0818701001,1,4,4.0,0.21321961,2025M11,8,Sabadell
0818701004,1,4,4.0,0.10070494,2025M11,8,Sabadell
0818701006,0,0,0.0,0.0,2025M11,8,Sabadell
0818701009,1,4,4.0,0.13986014,2025M11,8,Sabadell
0818701012,0,0,0.0,0.0,2025M11,8,Sabadell
0818701016,0,0,0.0,0.0,2025M11,8,Sabadell
0818701017,1,4,4.0,0.085689805,2025M11,8,Sabadell
0818701011,0,0,0.0,0.0,2025M11,8,Sabadell
0818801001,1,16,16.0,1.2820513,2025M11,8,Sagàs
0818901001,1,13,13.0,0.990099,2025M11,8,Sant Pere Sallavinera
0819001001,9,55,6.111111,2.452316,2025M11,8,Saldes
0819101003,0,0,0.0,0.0,2025M11,8,Sallent
0819101001,0,0,0.0,0.0,2025M11,8,Sallent
0819101005,1,7,7.0,0.16233766,2025M11,8,Sallent
0819101004,0,0,0.0,0.0,2025M11,8,Sallent
0819101006,2,22,11.0,0.43103448,2025M11,8,Sallent
0819201003,1,10,10.0,0.088495575,2025M11,8,Santpedor
0819201004,0,0,0.0,0.0,2025M11,8,Santpedor
0819201002,1,15,15.0,0.09416196,2025M11,8,Santpedor
0819201001,2,8,4.0,0.26595744,2025M11,8,Santpedor
0819301001,9,59,6.5555553,1.1795543,2025M11,8,Sant Iscle de Vallalta
0819401002,6,20,3.3333333,0.8746356,2025M11,8,Sant Adrià de Besòs
0819401003,9,39,4.3333335,1.2,2025M11,8,Sant Adrià de Besòs
0819401004,5,21,4.2,0.7194245,2025M11,8,Sant Adrià de Besòs
0819402004,11,53,4.818182,1.4745308,2025M11,8,Sant Adrià de Besòs
0819403001,4,15,3.75,0.9195402,2025M11,8,Sant Adrià de Besòs
0819405002,8,35,4.375,1.183432,2025M11,8,Sant Adrià de Besòs
0819405003,5,25,5.0,1.2626263,2025M11,8,Sant Adrià de Besòs
0819406001,0,0,0.0,0.0,2025M11,8,Sant Adrià de Besòs
0819406005,0,0,0.0,0.0,2025M11,8,Sant Adrià de Besòs
0819406006,2,11,5.5,0.34246576,2025M11,8,Sant Adrià de Besòs
0819406007,54,276,5.111111,4.361874,2025M11,8,Sant Adrià de Besòs
0819406004,0,0,0.0,0.0,2025M11,8,Sant Adrià de Besòs
0819405004,3,14,4.6666665,0.7692308,2025M11,8,Sant Adrià de Besòs
0819402003,15,68,4.5333333,2.5466893,2025M11,8,Sant Adrià de Besòs
0819401006,3,14,4.6666665,0.5940594,2025M11,8,Sant Adrià de Besòs
0819401005,11,41,3.7272727,1.3079667,2025M11,8,Sant Adrià de Besòs
0819401001,7,32,4.571429,1.1456629,2025M11,8,Sant Adrià de Besòs
0819402001,32,136,4.25,4.3956046,2025M11,8,Sant Adrià de Besòs
0819402002,35,162,4.6285715,5.035971,2025M11,8,Sant Adrià de Besòs
0819404001,19,92,4.8421054,2.4739583,2025M11,8,Sant Adrià de Besòs
0819405001,1,6,6.0,0.15698586,2025M11,8,Sant Adrià de Besòs
0819406002,1,6,6.0,0.20576131,2025M11,8,Sant Adrià de Besòs
0819406003,0,0,0.0,0.0,2025M11,8,Sant Adrià de Besòs
0819402005,4,20,5.0,0.47675803,2025M11,8,Sant Adrià de Besòs
0819501001,0,0,0.0,0.0,2025M11,8,Sant Agustí de Lluçanès
0819601014,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601013,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601012,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601010,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601007,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601001,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601005,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601006,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601009,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601011,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601002,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601004,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601008,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819601003,0,0,0.0,0.0,2025M11,8,Sant Andreu de la Barca
0819701002,1,8,8.0,0.0952381,2025M11,8,Sant Andreu de Llavaneres
0819702002,20,91,4.55,1.6792611,2025M11,8,Sant Andreu de Llavaneres
0819702001,22,143,6.5,2.2940564,2025M11,8,Sant Andreu de Llavaneres
0819701003,3,12,4.0,0.42492917,2025M11,8,Sant Andreu de Llavaneres
0819701001,1,4,4.0,0.10460251,2025M11,8,Sant Andreu de Llavaneres
0819702003,3,17,5.6666665,0.42918456,2025M11,8,Sant Andreu de Llavaneres
0819801004,0,0,0.0,0.0,2025M11,8,Sant Antoni de Vilamajor
0819801001,1,4,4.0,0.14044943,2025M11,8,Sant Antoni de Vilamajor
0819801003,7,78,11.142858,1.0920436,2025M11,8,Sant Antoni de Vilamajor
0819801002,2,20,10.0,0.26845637,2025M11,8,Sant Antoni de Vilamajor
0819901001,4,54,13.5,0.9433962,2025M11,8,Sant Bartomeu del Grau
0820006003,1,4,4.0,0.19880715,2025M11,8,Sant Boi de Llobregat
0820006002,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820006001,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820005003,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820005002,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820005001,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820004002,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820004006,2,8,4.0,0.22148395,2025M11,8,Sant Boi de Llobregat
0820004003,1,4,4.0,0.1923077,2025M11,8,Sant Boi de Llobregat
0820004004,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820004008,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820004009,1,4,4.0,0.22172949,2025M11,8,Sant Boi de Llobregat
0820004001,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820003007,2,4,2.0,0.21978022,2025M11,8,Sant Boi de Llobregat
0820003006,1,4,4.0,0.16583748,2025M11,8,Sant Boi de Llobregat
0820003005,3,18,6.0,0.28544244,2025M11,8,Sant Boi de Llobregat
0820003003,3,10,3.3333333,0.33482143,2025M11,8,Sant Boi de Llobregat
0820003002,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820003001,2,7,3.5,0.25412962,2025M11,8,Sant Boi de Llobregat
0820003004,3,18,6.0,0.66815144,2025M11,8,Sant Boi de Llobregat
0820003009,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820003008,2,11,5.5,0.5882353,2025M11,8,Sant Boi de Llobregat
0820002019,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002017,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002016,2,10,5.0,0.39292732,2025M11,8,Sant Boi de Llobregat
0820002014,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002013,2,15,7.5,0.2567394,2025M11,8,Sant Boi de Llobregat
0820002018,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002010,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002012,1,4,4.0,0.10471204,2025M11,8,Sant Boi de Llobregat
0820004005,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820004007,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002015,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002011,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002009,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002008,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002007,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002006,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002005,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002003,1,4,4.0,0.12437811,2025M11,8,Sant Boi de Llobregat
0820002002,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002001,1,4,4.0,0.10764263,2025M11,8,Sant Boi de Llobregat
0820001007,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820001004,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820001003,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820001001,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820001002,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820001005,3,11,3.6666667,0.30643514,2025M11,8,Sant Boi de Llobregat
0820001006,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820002004,0,0,0.0,0.0,2025M11,8,Sant Boi de Llobregat
0820101001,6,50,8.333333,1.754386,2025M11,8,Sant Boi de Lluçanès
0820201003,0,0,0.0,0.0,2025M11,8,Sant Celoni
0820201004,0,0,0.0,0.0,2025M11,8,Sant Celoni
0820201008,0,0,0.0,0.0,2025M11,8,Sant Celoni
0820201005,1,4,4.0,0.09478673,2025M11,8,Sant Celoni
0820201002,0,0,0.0,0.0,2025M11,8,Sant Celoni
0820201001,0,0,0.0,0.0,2025M11,8,Sant Celoni
0820202001,5,32,6.4,0.42625746,2025M11,8,Sant Celoni
0820201009,1,3,3.0,0.115207374,2025M11,8,Sant Celoni
0820201006,0,0,0.0,0.0,2025M11,8,Sant Celoni
0820201007,0,0,0.0,0.0,2025M11,8,Sant Celoni
0820301001,13,87,6.6923075,1.2428298,2025M11,8,Sant Cebrià de Vallalta
0820301002,36,209,5.8055553,3.2142856,2025M11,8,Sant Cebrià de Vallalta
0820401002,0,0,0.0,0.0,2025M11,8,Sant Climent de Llobregat
0820401001,0,0,0.0,0.0,2025M11,8,Sant Climent de Llobregat
0820506001,9,36,4.0,1.7241379,2025M11,8,Sant Cugat del Vallès
0820505008,0,0,0.0,0.0,2025M11,8,Sant Cugat del Vallès
0820505007,2,10,5.0,0.1532567,2025M11,8,Sant Cugat del Vallès
0820505005,2,3,1.5,0.38535646,2025M11,8,Sant Cugat del Vallès
0820505003,2,12,6.0,0.26490065,2025M11,8,Sant Cugat del Vallès
0820505004,0,0,0.0,0.0,2025M11,8,Sant Cugat del Vallès
0820505001,0,0,0.0,0.0,2025M11,8,Sant Cugat del Vallès
0820504003,11,38,3.4545455,1.4804845,2025M11,8,Sant Cugat del Vallès
0820503004,3,12,4.0,0.4213483,2025M11,8,Sant Cugat del Vallès
0820505002,1,4,4.0,0.18903592,2025M11,8,Sant Cugat del Vallès
0820503002,3,11,3.6666667,0.36363637,2025M11,8,Sant Cugat del Vallès
0820503001,4,21,5.25,0.60790277,2025M11,8,Sant Cugat del Vallès
0820504002,10,31,3.1,1.8552876,2025M11,8,Sant Cugat del Vallès
0820502011,0,0,0.0,0.0,2025M11,8,Sant Cugat del Vallès
0820502012,1,4,4.0,0.16722408,2025M11,8,Sant Cugat del Vallès
0820502008,1,6,6.0,0.1303781,2025M11,8,Sant Cugat del Vallès
0820502005,1,4,4.0,0.1510574,2025M11,8,Sant Cugat del Vallès
0820502006,0,0,0.0,0.0,2025M11,8,Sant Cugat del Vallès
0820502004,0,0,0.0,0.0,2025M11,8,Sant Cugat del Vallès
0820502003,1,6,6.0,0.15337424,2025M11,8,Sant Cugat del Vallès
0820502002,2,10,5.0,0.22446689,2025M11,8,Sant Cugat del Vallès
0820503003,9,56,6.2222223,1.120797,2025M11,8,Sant Cugat del Vallès
0820502001,3,10,3.3333333,0.54151624,2025M11,8,Sant Cugat del Vallès
