CUSEC,vivienda turistica,plazas,plazas por vivienda turistica,Porcentaje vivienda turistica,PERIODO,PROV,MUN_LITERAL
0805101014,0,0,0.0,0.0,2025M11,8,Castellar del Vallès
0805101013,0,0,0.0,0.0,2025M11,8,Castellar del Vallès
0805101008,0,0,0.0,0.0,2025M11,8,Castellar del Vallès
0805101012,0,0,0.0,0.0,2025M11,8,Castellar del Vallès
0805101011,0,0,0.0,0.0,2025M11,8,Castellar del Vallès
0805101010,0,0,0.0,0.0,2025M11,8,Castellar del Vallès
0805101009,0,0,0.0,0.0,2025M11,8,Castellar del Vallès
0805101007,0,0,0.0,0.0,2025M11,8,Castellar del Vallès
0805101005,1,4,4.0,0.1438849,2025M11,8,Castellar del Vallès
0805101004,1,6,6.0,0.11587486,2025M11,8,Castellar del Vallès
0805101003,1,4,4.0,0.12804097,2025M11,8,Castellar del Vallès
0805101002,0,0,0.0,0.0,2025M11,8,Castellar del Vallès
0805101001,0,0,0.0,0.0,2025M11,8,Castellar del Vallès
0805101006,3,35,11.666667,0.3452244,2025M11,8,Castellar del Vallès
0805201001,6,40,6.6666665,2.173913,2025M11,8,Castellar de n'Hug
0805301001,0,0,0.0,0.0,2025M11,8,Castellbell i el Vilar
0805301002,10,71,7.1,0.7513148,2025M11,8,Castellbell i el Vilar
0805401006,8,31,3.875,0.74836296,2025M11,8,Castellbisbal
0805401004,0,0,0.0,0.0,2025M11,8,Castellbisbal
0805401001,0,0,0.0,0.0,2025M11,8,Castellbisbal
0805401003,0,0,0.0,0.0,2025M11,8,Castellbisbal
0805401005,0,0,0.0,0.0,2025M11,8,Castellbisbal
0805401002,0,0,0.0,0.0,2025M11,8,Castellbisbal
0805501001,2,18,9.0,0.42016807,2025M11,8,Castellcir
0805601008,1,4,4.0,0.1996008,2025M11,8,Castelldefels
0805601002,0,0,0.0,0.0,2025M11,8,Castelldefels
0805602006,5,18,3.6,0.54288816,2025M11,8,Castelldefels
0805603002,4,24,6.0,0.913242,2025M11,8,Castelldefels
0805605006,6,28,4.6666665,0.86083215,2025M11,8,Castelldefels
0805605001,8,33,4.125,0.8324662,2025M11,8,Castelldefels
0805605003,9,35,3.8888888,0.972973,2025M11,8,Castelldefels
0805605004,4,30,7.5,0.41365045,2025M11,8,Castelldefels
0805605005,5,23,4.6,0.6361323,2025M11,8,Castelldefels
0805604005,14,79,5.642857,2.4263432,2025M11,8,Castelldefels
0805605002,23,108,4.695652,1.773323,2025M11,8,Castelldefels
0805604006,33,136,4.121212,3.5069075,2025M11,8,Castelldefels
0805604004,33,189,5.7272725,2.4571855,2025M11,8,Castelldefels
0805604003,25,156,6.24,2.401537,2025M11,8,Castelldefels
0805605007,8,45,5.625,0.8879023,2025M11,8,Castelldefels
0805604002,15,92,6.133333,1.6556292,2025M11,8,Castelldefels
0805603006,2,14,7.0,0.55401665,2025M11,8,Castelldefels
0805604001,7,49,7.0,0.7625272,2025M11,8,Castelldefels
0805603001,1,4,4.0,0.14513788,2025M11,8,Castelldefels
0805603004,1,4,4.0,0.13623978,2025M11,8,Castelldefels
0805603003,0,0,0.0,0.0,2025M11,8,Castelldefels
0805602002,1,4,4.0,0.14925373,2025M11,8,Castelldefels
0805602007,1,6,6.0,0.16666667,2025M11,8,Castelldefels
0805604007,5,22,4.4,0.60240966,2025M11,8,Castelldefels
0805602005,0,0,0.0,0.0,2025M11,8,Castelldefels
0805602004,10,30,3.0,1.1363636,2025M11,8,Castelldefels
0805602003,1,4,4.0,0.118906066,2025M11,8,Castelldefels
0805602001,2,8,4.0,0.23923445,2025M11,8,Castelldefels
0805601010,0,0,0.0,0.0,2025M11,8,Castelldefels
0805601009,1,4,4.0,0.15822785,2025M11,8,Castelldefels
0805603005,0,0,0.0,0.0,2025M11,8,Castelldefels
0805601004,1,4,4.0,0.16977929,2025M11,8,Castelldefels
0805601005,1,4,4.0,0.13513513,2025M11,8,Castelldefels
0805601003,0,0,0.0,0.0,2025M11,8,Castelldefels
0805601006,0,0,0.0,0.0,2025M11,8,Castelldefels
0805601001,0,0,0.0,0.0,2025M11,8,Castelldefels
0805601007,1,4,4.0,0.14204545,2025M11,8,Castelldefels
0805701001,3,12,4.0,4.5454545,2025M11,8,Castell de l'Areny
0805801001,18,176,9.777778,1.0632014,2025M11,8,Castellet i la Gornal
0805901001,5,23,4.6,1.347709,2025M11,8,Castellfollit del Boix
0806001001,1,10,10.0,0.625,2025M11,8,Castellfollit de Riubregós
0806101001,1,2,2.0,0.087796316,2025M11,8,Castellgalí
0806201001,7,60,8.571428,1.0263929,2025M11,8,Castellnou de Bages
0806301001,1,12,12.0,0.32786885,2025M11,8,Castellolí
0806401001,5,36,7.2,0.31113878,2025M11,8,Castellterçol
0806401002,5,66,13.2,0.0,2025M11,8,Castellterçol
0806501001,7,66,9.428572,0.84745765,2025M11,8,Castellví de la Marca
0806601001,1,11,11.0,0.114025086,2025M11,8,Castellví de Rosanes
0806701003,2,8,4.0,0.21119325,2025M11,8,Centelles
0806701001,2,8,4.0,0.23121387,2025M11,8,Centelles
0806701002,1,2,2.0,0.1356852,2025M11,8,Centelles
0806701004,0,0,0.0,0.0,2025M11,8,Centelles
0806801005,1,10,10.0,0.24570024,2025M11,8,Cervelló
0806801004,4,25,6.25,0.37914693,2025M11,8,Cervelló
0806801001,1,6,6.0,0.093023255,2025M11,8,Cervelló
0806801002,3,15,5.0,0.2991027,2025M11,8,Cervelló
0806801003,1,10,10.0,0.19685039,2025M11,8,Cervelló
0806901004,3,17,5.6666665,0.0,2025M11,8,Collbató
0806901001,9,48,5.3333335,0.80500895,2025M11,8,Collbató
0806901003,4,28,7.0,0.46893317,2025M11,8,Collbató
0807001001,2,21,10.5,0.9708738,2025M11,8,Collsuspina
0807101001,3,16,5.3333335,1.4634147,2025M11,8,Copons
0807201008,2,10,5.0,0.37664783,2025M11,8,Corbera de Llobregat
0807201011,3,12,4.0,0.53475934,2025M11,8,Corbera de Llobregat
0807201009,0,0,0.0,0.0,2025M11,8,Corbera de Llobregat
0807201003,0,0,0.0,0.0,2025M11,8,Corbera de Llobregat
0807201001,4,28,7.0,0.5813953,2025M11,8,Corbera de Llobregat
0807201002,1,4,4.0,0.08733624,2025M11,8,Corbera de Llobregat
0807201004,3,19,6.3333335,0.6756757,2025M11,8,Corbera de Llobregat
0807201007,0,0,0.0,0.0,2025M11,8,Corbera de Llobregat
0807201006,0,0,0.0,0.0,2025M11,8,Corbera de Llobregat
0807201010,1,4,4.0,0.16863406,2025M11,8,Corbera de Llobregat
0807201005,0,0,0.0,0.0,2025M11,8,Corbera de Llobregat
0807306014,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807306015,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807306013,1,4,4.0,0.30120483,2025M11,8,Cornellà de Llobregat
0807306010,3,8,2.6666667,0.46583852,2025M11,8,Cornellà de Llobregat
0807306009,1,4,4.0,0.12531328,2025M11,8,Cornellà de Llobregat
0807306007,1,4,4.0,0.24390244,2025M11,8,Cornellà de Llobregat
0807306005,1,4,4.0,0.15384616,2025M11,8,Cornellà de Llobregat
0807306004,1,4,4.0,0.1572327,2025M11,8,Cornellà de Llobregat
0807305010,1,2,2.0,0.2020202,2025M11,8,Cornellà de Llobregat
0807305008,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807305006,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807305005,1,2,2.0,0.23866348,2025M11,8,Cornellà de Llobregat
0807305007,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807305001,1,5,5.0,0.29761904,2025M11,8,Cornellà de Llobregat
0807304015,1,4,4.0,0.265252,2025M11,8,Cornellà de Llobregat
0807304016,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807304018,1,6,6.0,0.26881722,2025M11,8,Cornellà de Llobregat
0807304014,1,9,9.0,0.21276596,2025M11,8,Cornellà de Llobregat
0807306001,3,12,4.0,0.2857143,2025M11,8,Cornellà de Llobregat
0807304013,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807304001,1,4,4.0,0.17985612,2025M11,8,Cornellà de Llobregat
0807304008,2,8,4.0,0.3003003,2025M11,8,Cornellà de Llobregat
0807304004,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807303008,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807302001,10,44,4.4,1.112347,2025M11,8,Cornellà de Llobregat
0807301013,2,7,3.5,0.3448276,2025M11,8,Cornellà de Llobregat
0807303006,3,12,4.0,0.71428573,2025M11,8,Cornellà de Llobregat
0807304011,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807303005,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807303002,1,6,6.0,0.24875621,2025M11,8,Cornellà de Llobregat
0807303001,4,18,4.5,0.6451613,2025M11,8,Cornellà de Llobregat
0807302002,7,31,4.428571,0.621118,2025M11,8,Cornellà de Llobregat
0807301010,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807301009,1,4,4.0,0.19646366,2025M11,8,Cornellà de Llobregat
0807301008,2,8,4.0,0.2621232,2025M11,8,Cornellà de Llobregat
0807301004,7,41,5.857143,0.7936508,2025M11,8,Cornellà de Llobregat
0807301003,7,26,3.7142856,1.0954616,2025M11,8,Cornellà de Llobregat
0807301002,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807304017,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807304019,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807301001,2,8,4.0,0.18903592,2025M11,8,Cornellà de Llobregat
0807301005,2,6,3.0,0.3752345,2025M11,8,Cornellà de Llobregat
0807301006,3,12,4.0,0.83102494,2025M11,8,Cornellà de Llobregat
0807301007,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807305009,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807301011,4,20,5.0,0.8492569,2025M11,8,Cornellà de Llobregat
0807301012,3,13,4.3333335,0.65789473,2025M11,8,Cornellà de Llobregat
0807303009,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807304012,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807306008,6,24,4.0,0.96153843,2025M11,8,Cornellà de Llobregat
0807303004,1,5,5.0,0.11098779,2025M11,8,Cornellà de Llobregat
0807302004,2,6,3.0,0.0,2025M11,8,Cornellà de Llobregat
0807301014,1,4,4.0,0.17857143,2025M11,8,Cornellà de Llobregat
0807303003,3,12,4.0,0.77922076,2025M11,8,Cornellà de Llobregat
0807302003,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807303007,1,4,4.0,0.17152658,2025M11,8,Cornellà de Llobregat
0807303010,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807304002,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807304003,1,2,2.0,0.16891892,2025M11,8,Cornellà de Llobregat
0807304010,3,15,5.0,0.6423983,2025M11,8,Cornellà de Llobregat
0807304005,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807304006,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807304007,0,0,0.0,0.0,2025M11,8,Cornellà de Llobregat
0807305003,1,5,5.0,0.21505377,2025M11,8,Cornellà de Llobregat
0807304009,1,4,4.0,0.24038461,2025M11,8,Cornellà de Llobregat
0807305002,1,4,4.0,0.1293661,2025M11,8,Cornellà de Llobregat
0807401010,2,7,3.5,0.4282655,2025M11,8,Cubelles
0807401009,1,4,4.0,0.15649453,2025M11,8,Cubelles
0807401007,31,145,4.677419,1.4581374,2025M11,8,Cubelles
0807401006,8,63,7.875,0.6595218,2025M11,8,Cubelles
0807401005,19,119,6.263158,1.0275825,2025M11,8,Cubelles
0807401004,0,0,0.0,0.0,2025M11,8,Cubelles
0807401003,4,24,6.0,0.35746202,2025M11,8,Cubelles
0807401002,5,43,8.6,0.6385696,2025M11,8,Cubelles
0807401008,29,197,6.793103,2.9866118,2025M11,8,Cubelles
0807401001,5,30,6.0,0.9310987,2025M11,8,Cubelles
0807501003,8,30,3.75,1.2030075,2025M11,8,Dosrius
0807501002,4,16,4.0,0.30557677,2025M11,8,Dosrius
0807501001,4,16,4.0,0.53475934,2025M11,8,Dosrius
0807602004,0,0,0.0,0.0,2025M11,8,Esparreguera
0807602005,0,0,0.0,0.0,2025M11,8,Esparreguera
0807602002,0,0,0.0,0.0,2025M11,8,Esparreguera
0807602001,0,0,0.0,0.0,2025M11,8,Esparreguera
0807601006,0,0,0.0,0.0,2025M11,8,Esparreguera
0807601005,2,6,3.0,0.41666666,2025M11,8,Esparreguera
0807601004,1,3,3.0,0.08726004,2025M11,8,Esparreguera
0807601002,1,4,4.0,0.106269926,2025M11,8,Esparreguera
0807601003,1,4,4.0,0.11574074,2025M11,8,Esparreguera
0807602003,5,24,4.8,0.625,2025M11,8,Esparreguera
0807601001,0,0,0.0,0.0,2025M11,8,Esparreguera
0807710008,2,10,5.0,0.24630542,2025M11,8,Esplugues de Llobregat
0807710006,7,16,2.2857144,0.9408602,2025M11,8,Esplugues de Llobregat
0807710005,8,18,2.25,1.5122874,2025M11,8,Esplugues de Llobregat
0807709002,2,8,4.0,0.28368795,2025M11,8,Esplugues de Llobregat
0807710001,1,6,6.0,0.12121212,2025M11,8,Esplugues de Llobregat
0807710003,2,12,6.0,0.21786493,2025M11,8,Esplugues de Llobregat
0807707001,1,6,6.0,0.23094688,2025M11,8,Esplugues de Llobregat
0807705001,4,16,4.0,1.5209125,2025M11,8,Esplugues de Llobregat
0807704001,7,34,4.857143,1.4613779,2025M11,8,Esplugues de Llobregat
0807709001,0,0,0.0,0.0,2025M11,8,Esplugues de Llobregat
0807708002,2,8,4.0,0.2020202,2025M11,8,Esplugues de Llobregat
0807703001,0,0,0.0,0.0,2025M11,8,Esplugues de Llobregat
0807710004,6,16,2.6666667,1.0084034,2025M11,8,Esplugues de Llobregat
0807701004,0,0,0.0,0.0,2025M11,8,Esplugues de Llobregat
0807702005,1,2,2.0,0.1388889,2025M11,8,Esplugues de Llobregat
0807710007,2,7,3.5,0.3305785,2025M11,8,Esplugues de Llobregat
0807701005,1,6,6.0,0.14534883,2025M11,8,Esplugues de Llobregat
0807702003,0,0,0.0,0.0,2025M11,8,Esplugues de Llobregat
0807703002,0,0,0.0,0.0,2025M11,8,Esplugues de Llobregat
0807702001,1,5,5.0,0.16722408,2025M11,8,Esplugues de Llobregat
0807708001,0,0,0.0,0.0,2025M11,8,Esplugues de Llobregat
0807710002,2,10,5.0,0.37383178,2025M11,8,Esplugues de Llobregat
0807702004,0,0,0.0,0.0,2025M11,8,Esplugues de Llobregat
0807701003,1,2,2.0,0.1472754,2025M11,8,Esplugues de Llobregat
0807701002,1,4,4.0,0.17513135,2025M11,8,Esplugues de Llobregat
0807702002,0,0,0.0,0.0,2025M11,8,Esplugues de Llobregat
0807702006,4,16,4.0,0.5442177,2025M11,8,Esplugues de Llobregat
0807701001,1,2,2.0,0.098425195,2025M11,8,Esplugues de Llobregat
0807801001,4,48,12.0,3.125,2025M11,8,"Espunyola, L'"
0807901001,1,6,6.0,0.2967359,2025M11,8,"Estany, L'"
0808001001,0,0,0.0,0.0,2025M11,8,Fígols
0808101001,13,100,7.6923075,4.9242425,2025M11,8,Fogars de Montclús
0808201001,9,63,7.0,0.9533898,2025M11,8,Fogars de la Selva
0808301001,0,0,0.0,0.0,2025M11,8,Folgueroles
0808401001,4,32,8.0,0.49875313,2025M11,8,Fonollosa
0808501001,9,74,8.222222,1.1421319,2025M11,8,Font-rubí
0808601006,0,0,0.0,0.0,2025M11,8,"Franqueses del Vallès, Les"
0808601007,0,0,0.0,0.0,2025M11,8,"Franqueses del Vallès, Les"
0808602001,3,34,11.333333,0.2757353,2025M11,8,"Franqueses del Vallès, Les"
0808601009,0,0,0.0,0.0,2025M11,8,"Franqueses del Vallès, Les"
0808601008,0,0,0.0,0.0,2025M11,8,"Franqueses del Vallès, Les"
0808601005,0,0,0.0,0.0,2025M11,8,"Franqueses del Vallès, Les"
0808601004,0,0,0.0,0.0,2025M11,8,"Franqueses del Vallès, Les"
0808601003,0,0,0.0,0.0,2025M11,8,"Franqueses del Vallès, Les"
0808601002,0,0,0.0,0.0,2025M11,8,"Franqueses del Vallès, Les"
0808601001,1,14,14.0,0.11061947,2025M11,8,"Franqueses del Vallès, Les"
0808601010,0,0,0.0,0.0,2025M11,8,"Franqueses del Vallès, Les"
0808701001,0,0,0.0,0.0,2025M11,8,Gallifa
0808802006,0,0,0.0,0.0,2025M11,8,"Garriga, La"
0808802001,4,22,5.5,0.95238096,2025M11,8,"Garriga, La"
0808802003,0,0,0.0,0.0,2025M11,8,"Garriga, La"
0808802004,1,6,6.0,0.30864197,2025M11,8,"Garriga, La"
0808802002,3,10,3.3333333,0.33333334,2025M11,8,"Garriga, La"
0808801002,3,16,5.3333335,0.3558719,2025M11,8,"Garriga, La"
0808801003,2,11,5.5,0.4,2025M11,8,"Garriga, La"
0808802005,0,0,0.0,0.0,2025M11,8,"Garriga, La"
0808801001,5,22,4.4,0.45207956,2025M11,8,"Garriga, La"
0808801004,1,6,6.0,0.13908206,2025M11,8,"Garriga, La"
0808901007,40,183,4.575,2.4169185,2025M11,8,Gavà
0808901008,18,97,5.388889,1.0701545,2025M11,8,Gavà
0808902001,1,5,5.0,0.11025358,2025M11,8,Gavà
0808902003,0,0,0.0,0.0,2025M11,8,Gavà
0808902007,1,4,4.0,0.28490028,2025M11,8,Gavà
0808902008,0,0,0.0,0.0,2025M11,8,Gavà
0808902009,0,0,0.0,0.0,2025M11,8,Gavà
0808902010,0,0,0.0,0.0,2025M11,8,Gavà
0808903001,0,0,0.0,0.0,2025M11,8,Gavà
0808903003,0,0,0.0,0.0,2025M11,8,Gavà
0808902005,0,0,0.0,0.0,2025M11,8,Gavà
0808903004,0,0,0.0,0.0,2025M11,8,Gavà
0808903008,0,0,0.0,0.0,2025M11,8,Gavà
0808904001,1,6,6.0,0.111856826,2025M11,8,Gavà
0808904002,0,0,0.0,0.0,2025M11,8,Gavà
0808903007,0,0,0.0,0.0,2025M11,8,Gavà
0808903009,2,22,11.0,0.0,2025M11,8,Gavà
0808903005,1,4,4.0,0.12300123,2025M11,8,Gavà
0808903006,0,0,0.0,0.0,2025M11,8,Gavà
0808903002,0,0,0.0,0.0,2025M11,8,Gavà
0808902006,0,0,0.0,0.0,2025M11,8,Gavà
0808902002,0,0,0.0,0.0,2025M11,8,Gavà
0808902004,0,0,0.0,0.0,2025M11,8,Gavà
0808901005,1,8,8.0,0.18083182,2025M11,8,Gavà
0808901004,1,5,5.0,0.13245033,2025M11,8,Gavà
0808901003,1,5,5.0,0.12468828,2025M11,8,Gavà
0808901002,1,4,4.0,0.12755102,2025M11,8,Gavà
0808901001,2,12,6.0,0.2567394,2025M11,8,Gavà
0808901006,0,0,0.0,0.0,2025M11,8,Gavà
0809001001,1,11,11.0,0.877193,2025M11,8,Gaià
0809101002,3,22,7.3333335,0.27027026,2025M11,8,Gelida
0809102001,4,29,7.25,0.29239765,2025M11,8,Gelida
0809101001,3,21,7.0,0.2166065,2025M11,8,Gelida
0809201001,4,23,5.75,0.4784689,2025M11,8,Gironella
0809202002,2,13,6.5,0.28653294,2025M11,8,Gironella
0809202003,2,8,4.0,0.23952095,2025M11,8,Gironella
0809301001,4,32,8.0,0.0,2025M11,8,Gisclareny
0809401001,4,20,5.0,0.39486673,2025M11,8,"Granada, La"
0809501001,7,40,5.714286,6.140351,2025M11,8,Granera
0809604011,0,0,0.0,0.0,2025M11,8,Granollers
0809604009,0,0,0.0,0.0,2025M11,8,Granollers
0809601003,0,0,0.0,0.0,2025M11,8,Granollers
0809604008,0,0,0.0,0.0,2025M11,8,Granollers
0809601005,0,0,0.0,0.0,2025M11,8,Granollers
0809604007,2,8,4.0,0.20408164,2025M11,8,Granollers
0809604004,0,0,0.0,0.0,2025M11,8,Granollers
0809601010,1,4,4.0,0.14430015,2025M11,8,Granollers
0809604002,4,20,5.0,0.42780748,2025M11,8,Granollers
0809604001,2,8,4.0,0.17636684,2025M11,8,Granollers
0809602002,0,0,0.0,0.0,2025M11,8,Granollers
0809603008,0,0,0.0,0.0,2025M11,8,Granollers
0809603005,0,0,0.0,0.0,2025M11,8,Granollers
0809601011,2,8,4.0,0.27700832,2025M11,8,Granollers
0809603010,0,0,0.0,0.0,2025M11,8,Granollers
0809604003,0,0,0.0,0.0,2025M11,8,Granollers
0809603009,0,0,0.0,0.0,2025M11,8,Granollers
0809601004,0,0,0.0,0.0,2025M11,8,Granollers
0809602003,0,0,0.0,0.0,2025M11,8,Granollers
0809603007,0,0,0.0,0.0,2025M11,8,Granollers
0809603003,0,0,0.0,0.0,2025M11,8,Granollers
0809603006,1,4,4.0,0.1754386,2025M11,8,Granollers
0809602007,0,0,0.0,0.0,2025M11,8,Granollers
0809603001,2,8,4.0,0.17985612,2025M11,8,Granollers
0809603002,1,4,4.0,0.12787724,2025M11,8,Granollers
0809602006,0,0,0.0,0.0,2025M11,8,Granollers
0809602005,0,0,0.0,0.0,2025M11,8,Granollers
0809602004,0,0,0.0,0.0,2025M11,8,Granollers
0809602001,0,0,0.0,0.0,2025M11,8,Granollers
0809604006,0,0,0.0,0.0,2025M11,8,Granollers
0809601009,1,4,4.0,0.103950106,2025M11,8,Granollers
0809604010,0,0,0.0,0.0,2025M11,8,Granollers
0809601006,0,0,0.0,0.0,2025M11,8,Granollers
0809601001,0,0,0.0,0.0,2025M11,8,Granollers
0809603004,2,14,7.0,0.25773194,2025M11,8,Granollers
0809701001,14,115,8.214286,1.7262639,2025M11,8,Gualba
0809801002,1,4,4.0,0.13089006,2025M11,8,Sant Salvador de Guardiola
0809801001,5,15,3.0,0.5931198,2025M11,8,Sant Salvador de Guardiola
0809901001,20,98,4.9,2.7777777,2025M11,8,Guardiola de Berguedà
0810001002,0,0,0.0,0.0,2025M11,8,Gurb
0810001001,4,56,14.0,1.1869437,2025M11,8,Gurb
0810105037,14,30,2.142857,2.7888446,2025M11,8,"Hospitalet de Llobregat, L'"
0810106025,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810106005,1,4,4.0,0.15060242,2025M11,8,"Hospitalet de Llobregat, L'"
0810106006,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810106007,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810106009,1,6,6.0,0.2967359,2025M11,8,"Hospitalet de Llobregat, L'"
0810106011,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810106031,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810106026,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810106013,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810106027,1,1,1.0,0.2631579,2025M11,8,"Hospitalet de Llobregat, L'"
0810106016,5,15,3.0,0.6793478,2025M11,8,"Hospitalet de Llobregat, L'"
0810106022,1,2,2.0,0.3125,2025M11,8,"Hospitalet de Llobregat, L'"
0810106019,1,5,5.0,0.18552876,2025M11,8,"Hospitalet de Llobregat, L'"
0810106018,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810106023,2,5,2.5,0.36036035,2025M11,8,"Hospitalet de Llobregat, L'"
0810106024,2,6,3.0,0.48899755,2025M11,8,"Hospitalet de Llobregat, L'"
0810106015,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810106014,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810106030,1,2,2.0,0.29761904,2025M11,8,"Hospitalet de Llobregat, L'"
0810106001,2,2,1.0,0.25510204,2025M11,8,"Hospitalet de Llobregat, L'"
0810105038,9,32,3.5555556,1.6544118,2025M11,8,"Hospitalet de Llobregat, L'"
0810106002,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810105035,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810105034,2,10,5.0,0.5221932,2025M11,8,"Hospitalet de Llobregat, L'"
0810105033,6,19,3.1666667,0.7894737,2025M11,8,"Hospitalet de Llobregat, L'"
0810105032,2,3,1.5,0.34965035,2025M11,8,"Hospitalet de Llobregat, L'"
0810105029,3,6,2.0,0.5859375,2025M11,8,"Hospitalet de Llobregat, L'"
0810105026,7,25,3.5714285,0.9762901,2025M11,8,"Hospitalet de Llobregat, L'"
0810105024,3,12,4.0,0.58365756,2025M11,8,"Hospitalet de Llobregat, L'"
0810106008,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810105031,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810105021,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810105020,2,7,3.5,0.5952381,2025M11,8,"Hospitalet de Llobregat, L'"
0810105018,1,2,2.0,0.23041475,2025M11,8,"Hospitalet de Llobregat, L'"
0810105017,2,9,4.5,0.2496879,2025M11,8,"Hospitalet de Llobregat, L'"
0810105014,1,2,2.0,0.18518518,2025M11,8,"Hospitalet de Llobregat, L'"
0810105013,6,21,3.5,1.0434783,2025M11,8,"Hospitalet de Llobregat, L'"
0810105011,20,60,3.0,2.2831051,2025M11,8,"Hospitalet de Llobregat, L'"
0810105008,6,16,2.6666667,1.0563381,2025M11,8,"Hospitalet de Llobregat, L'"
0810105007,3,7,2.3333333,0.8287293,2025M11,8,"Hospitalet de Llobregat, L'"
0810105006,2,6,3.0,0.2840909,2025M11,8,"Hospitalet de Llobregat, L'"
0810105004,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810105003,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810105002,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810104040,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810104041,4,16,4.0,0.47114253,2025M11,8,"Hospitalet de Llobregat, L'"
0810104035,1,1,1.0,0.22321428,2025M11,8,"Hospitalet de Llobregat, L'"
0810104033,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810104036,4,6,1.5,0.7259528,2025M11,8,"Hospitalet de Llobregat, L'"
0810105001,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810104032,3,10,3.3333333,0.6185567,2025M11,8,"Hospitalet de Llobregat, L'"
0810104031,1,6,6.0,0.17271157,2025M11,8,"Hospitalet de Llobregat, L'"
0810104025,1,5,5.0,0.24570024,2025M11,8,"Hospitalet de Llobregat, L'"
0810104027,2,8,4.0,0.31897926,2025M11,8,"Hospitalet de Llobregat, L'"
0810104018,4,11,2.75,0.7751938,2025M11,8,"Hospitalet de Llobregat, L'"
0810104019,4,15,3.75,0.5242464,2025M11,8,"Hospitalet de Llobregat, L'"
0810104021,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810102007,21,66,3.142857,2.6448362,2025M11,8,"Hospitalet de Llobregat, L'"
0810104016,7,25,3.5714285,1.268116,2025M11,8,"Hospitalet de Llobregat, L'"
0810104012,2,9,4.5,0.31847134,2025M11,8,"Hospitalet de Llobregat, L'"
0810104009,2,11,5.5,0.26737967,2025M11,8,"Hospitalet de Llobregat, L'"
0810104002,1,1,1.0,0.28089887,2025M11,8,"Hospitalet de Llobregat, L'"
0810104010,2,6,3.0,0.30769232,2025M11,8,"Hospitalet de Llobregat, L'"
0810104007,0,0,0.0,0.0,2025M11,8,"Hospitalet de Llobregat, L'"
0810102012,10,30,3.0,1.6977929,2025M11,8,"Hospitalet de Llobregat, L'"
