N_EXPEDIENT,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
01-2013-0214,01,CIUTAT VELLA,01,el Raval,Carrer,GUARDIA,2,8,,,,,,,3,2,HUTB-000692,5,"2,17375962260335","41,3779101728555"
01-2013-0215,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,CORDERS,1,1,,,,,,,4,,HUTB-003507,2,"2,17939698471148","41,3853010925173"
01-2013-0216,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,CORDERS,1,1,,,,,,,3,,HUTB-003506,2,"2,17939698471148","41,3853010925173"
01-2013-0217,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,CORDERS,1,1,,,,,,,2,,HUTB-003505,2,"2,17939698471148","41,3853010925173"
01-2013-0218,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,CORDERS,1,1,,,,,,,1,,HUTB-003504,2,"2,17939698471148","41,3853010925173"
01-2013-0219,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,DAMES,1,1,,,,,,,3,,HUTB-003031,2,"2,18287493329961","41,3837605708661"
01-2013-0220,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,DAMES,1,1,,,,,,,2,,HUTB-003030,2,"2,18287493329961","41,3837605708661"
01-2013-0221,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,DAMES,1,1,,,,,,,1,,HUTB-003029,2,"2,18287493329961","41,3837605708661"
01-2013-0222,01,CIUTAT VELLA,01,el Raval,Carrer,GUARDIA,2,8,,,,,,,1,1,HUTB-000687,5,"2,17375962260335","41,3779101728555"
01-2013-0223,01,CIUTAT VELLA,01,el Raval,Carrer,GUARDIA,2,8,,,,,,,PR,2,HUTB-000696,5,"2,17375962260335","41,3779101728555"
01-2013-0224,01,CIUTAT VELLA,01,el Raval,Carrer,GUARDIA,2,8,,,,,,,PR,1,HUTB-000695,5,"2,17375962260335","41,3779101728555"
01-2013-0225,01,CIUTAT VELLA,01,el Raval,Carrer,GUARDIA,2,8,,,,,,,3,1,HUTB-000691,5,"2,17375962260335","41,3779101728555"
01-2013-0227,01,CIUTAT VELLA,01,el Raval,Carrer,GUARDIA,2,8,,,,,,,2,2,HUTB-000690,5,"2,17375962260335","41,3779101728555"
01-2013-0228,01,CIUTAT VELLA,01,el Raval,Carrer,GUARDIA,2,8,,,,,,,2,1,HUTB-000689,5,"2,17375962260335","41,3779101728555"
01-2013-0229,01,CIUTAT VELLA,01,el Raval,Carrer,GUARDIA,2,8,,,,,,,1,2,HUTB-000688,5,"2,17375962260335","41,3779101728555"
01-2013-0230,01,CIUTAT VELLA,01,el Raval,Carrer,GUARDIA,2,8,,,,,,,EN,2,HUTB-000693,3,"2,17375962260335","41,3779101728555"
01-2013-0235,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,TROMPETES,2,4,,,,,,,01,,HUTB-001228,2,"2,18197262844512","41,3826501440186"
01-2013-0236,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,TROMPETES,2,4,,,,,,,02,,HUTB-001229,2,"2,18197262844512","41,3826501440186"
01-2013-0237,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,TROMPETES,2,4,,,,,,,03,,HUTB-001230,2,"2,18197262844512","41,3826501440186"
01-2013-0238,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,TROMPETES,2,4,,,,,,,04,,HUTB-001231,2,"2,18197262844512","41,3826501440186"
01-2013-0239,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,TROMPETES,2,4,,,,,,,05,,HUTB-001232,2,"2,18197262844512","41,3826501440186"
01-2013-0242,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,EN,3,HUTB-003808,5,"2,18019158471712","41,3836297819374"
01-2013-0243,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,EN,1,HUTB-003806,7,"2,18019158471712","41,3836297819374"
01-2013-0244,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,EN,4,HUTB-003809,7,"2,18019158471712","41,3836297819374"
01-2013-0245,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,02,4,HUTB-003804,8,"2,18019158471712","41,3836297819374"
01-2013-0246,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,03,,HUTB-003805,5,"2,18019158471712","41,3836297819374"
01-2013-0247,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,01,3,HUTB-003799,5,"2,18019158471712","41,3836297819374"
01-2013-0248,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,PR,2,HUTB-003810,5,"2,18019158471712","41,3836297819374"
01-2013-0249,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,EN,2,HUTB-003807,5,"2,18019158471712","41,3836297819374"
01-2013-0250,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,01,4,HUTB-003800,11,"2,18019158471712","41,3836297819374"
01-2013-0251,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,01,1,HUTB-003798,7,"2,18019158471712","41,3836297819374"
01-2013-0252,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,02,1,HUTB-003801,7,"2,18019158471712","41,3836297819374"
01-2013-0253,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,02,3,HUTB-003803,5,"2,18019158471712","41,3836297819374"
01-2013-0254,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,02,2,HUTB-003802,5,"2,18019158471712","41,3836297819374"
01-2013-0260,01,CIUTAT VELLA,02,el Barri Gòtic,Avinguda,PORTAL DE L'ANGEL,2,28,,,,,,,03,,HUTB-013135,13,"2,17263114309609","41,3861007535925"
01-2013-0261,01,CIUTAT VELLA,02,el Barri Gòtic,Avinguda,PORTAL DE L'ANGEL,2,28,,,,,,,02,,HUTB-013134,13,"2,17263114309609","41,3861007535925"
01-2013-0264,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,ALSINA,1,1,,,,,,,EN,1,HUTB-003683,3,"2,17450369808792","41,3816826125941"
01-2013-0268,01,CIUTAT VELLA,01,el Raval,Carrer,TALLERS,2,28,,,,,,,PR,,HUTB-001778,14,"2,16838584895437","41,3848607199139"
01-2013-0269,01,CIUTAT VELLA,01,el Raval,Carrer,TALLERS,2,28,,,,,,,03,2,HUTB-001777,6,"2,16838584895437","41,3848607199139"
01-2013-0270,01,CIUTAT VELLA,01,el Raval,Carrer,TALLERS,1,61,,,,,,,EN,1A,HUTB-001779,12,"2,16744871094689","41,3848331267369"
01-2013-0271,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,2,40,,,,,,,03,,HUTB-002482,20,"2,17294522179506","41,3779078712178"
01-2013-0288,01,CIUTAT VELLA,02,el Barri Gòtic,Plaça,JOAQUIM XIRAU I PALAU,1,1,,,,,,,4,,HUTB-000897,6,"2,17691590500243","41,3785278931716"
01-2013-0289,01,CIUTAT VELLA,01,el Raval,Carrer,SANTA MONICA,2,2,,,,,,,1,3,HUTB-002359,5,"2,17525701545567","41,3774002799342"
01-2013-0291,01,CIUTAT VELLA,01,el Raval,Carrer,MONTSERRAT,2,8,,,,,,,EN,1,HUTB-002379,9,"2,17489622982681","41,3771734691085"
01-2013-0300,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,05,2,HUTB-002182,2,"2,18170117258286","41,3840864085523"
01-2013-0301,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,02,1,HUTB-002175,2,"2,18170117258286","41,3840864085523"
01-2013-0302,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,01,2,HUTB-002174,2,"2,18170117258286","41,3840864085523"
01-2013-0303,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,01,1,HUTB-002173,2,"2,18170117258286","41,3840864085523"
01-2013-0304,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,02,2,HUTB-002176,2,"2,18170117258286","41,3840864085523"
01-2013-0305,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,03,1,HUTB-002177,2,"2,18170117258286","41,3840864085523"
01-2013-0306,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,03,2,HUTB-002178,2,"2,18170117258286","41,3840864085523"
01-2013-0307,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,05,1,HUTB-002181,2,"2,18170117258286","41,3840864085523"
01-2013-0308,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,04,2,HUTB-002180,2,"2,18170117258286","41,3840864085523"
01-2013-0309,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,04,1,HUTB-002179,2,"2,18170117258286","41,3840864085523"
01-2013-0311,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,COLOM,1,1,,,,,,,02,1,HUTB-003338,2,"2,17481532113389","41,3798212455216"
01-2013-0312,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,COLOM,1,1,,,,,,,03,1,HUTB-003339,2,"2,17481532113389","41,3798212455216"
01-2013-0315,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,GIGNAS,1,17,,19,,,,,02,4,HUTB-000363,5,"2,18006750255852","41,3812257272797"
01-2013-0362,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,MONEC,1,25,,,,,,,04,1,HUTB-002368,3,"2,17733135485752","41,3887275279297"
01-2013-0363,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT PERE MITJA,1,33,,,,,,,01,1,HUTB-002305,3,"2,17734759805716","41,3878536452606"
01-2013-0364,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT PERE MITJA,1,33,,,,,,,01,2,HUTB-002306,2,"2,17734759805716","41,3878536452606"
01-2013-0365,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT PERE MITJA,1,33,,,,,,,02,1,HUTB-002307,2,"2,17734759805716","41,3878536452606"
01-2013-0366,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT PERE MITJA,1,33,,,,,,,02,2,HUTB-013142,3,"2,17734759805716","41,3878536452606"
01-2013-0367,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT PERE MITJA,1,33,,,,,,,03,1,HUTB-002309,2,"2,17734759805716","41,3878536452606"
01-2013-0368,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT PERE MITJA,1,33,,,,,,,04,2,HUTB-002310,3,"2,17734759805716","41,3878536452606"
01-2013-0389,01,CIUTAT VELLA,03,la Barceloneta,Carrer,MEER,2,34,,,,,,,05,,HUTB-013126,2,"2,19012077495028","41,3778961591629"
01-2013-0391,01,CIUTAT VELLA,03,la Barceloneta,Carrer,MEER,2,34,,,,,,,04,,HUTB-013125,2,"2,19012077495028","41,3778961591629"
01-2013-0392,01,CIUTAT VELLA,03,la Barceloneta,Carrer,MEER,2,34,,,,,,,03,,HUTB-013124,2,"2,19012077495028","41,3778961591629"
01-2013-0394,01,CIUTAT VELLA,03,la Barceloneta,Carrer,MEER,2,34,,,,,,,02,,HUTB-013123,2,"2,19012077495028","41,3778961591629"
01-2013-0395,01,CIUTAT VELLA,03,la Barceloneta,Carrer,MEER,2,34,,,,,,,01,,HUTB-013122,2,"2,19012077495028","41,3778961591629"
01-2013-0396,01,CIUTAT VELLA,03,la Barceloneta,Carrer,MEER,2,34,,,,,,,BJ,,HUTB-013121,2,"2,19012077495028","41,3778961591629"
01-2013-0407,01,CIUTAT VELLA,03,la Barceloneta,Carrer,SANT MIQUEL,2,104,,106,,,,,03,1,HUTB-002229,2,"2,18942368728979","41,3768095003396"
01-2013-0411,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,SERRA,2,8,,,,,,,02,,HUTB-013143,7,"2,17811406752141","41,379998342678"
01-2013-0423,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,PR,1,HUTB-002970,4,"2,17104655069245","41,3827274467968"
01-2013-0424,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,PR,2,HUTB-002971,4,"2,17104655069245","41,3827274467968"
01-2013-0425,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,PR,3,HUTB-002972,5,"2,17104655069245","41,3827274467968"
01-2013-0426,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,PR,4,HUTB-002973,4,"2,17104655069245","41,3827274467968"
01-2013-0427,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,1,1,HUTB-002958,4,"2,17104655069245","41,3827274467968"
01-2013-0428,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,1,2,HUTB-002959,4,"2,17104655069245","41,3827274467968"
01-2013-0429,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,1,3,HUTB-002960,5,"2,17104655069245","41,3827274467968"
01-2013-0431,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,1,4,HUTB-002961,4,"2,17104655069245","41,3827274467968"
01-2013-0432,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,2,1,HUTB-002962,4,"2,17104655069245","41,3827274467968"
01-2013-0433,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,2,2,HUTB-002963,4,"2,17104655069245","41,3827274467968"
01-2013-0434,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,2,3,HUTB-002964,5,"2,17104655069245","41,3827274467968"
01-2013-0435,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,2,4,HUTB-002965,4,"2,17104655069245","41,3827274467968"
01-2013-0436,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,3,1,HUTB-002966,4,"2,17104655069245","41,3827274467968"
01-2013-0437,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,3,2,HUTB-002967,4,"2,17104655069245","41,3827274467968"
01-2013-0438,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,3,3,HUTB-002968,5,"2,17104655069245","41,3827274467968"
01-2013-0439,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,3,4,HUTB-002969,4,"2,17104655069245","41,3827274467968"
01-2013-0441,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,ESCUDELLERS,2,18,,,,,,,EN,,HUTB-000114,7,"2,17655045359285","41,3797422762128"
01-2013-0442,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,ESCUDELLERS,2,18,,,,,,,1,,HUTB-000111,7,"2,17655045359285","41,3797422762128"
01-2013-0443,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,ESCUDELLERS,2,18,,,,,,,2,,HUTB-000112,7,"2,17655045359285","41,3797422762128"
01-2013-0444,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,ESCUDELLERS,2,18,,,,,,,3,,HUTB-000113,7,"2,17655045359285","41,3797422762128"
01-2013-0447,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,1,97,,,,,,,02,3,HUTB-002975,7,"2,16683408601618","41,3800283019316"
01-2013-0509,01,CIUTAT VELLA,03,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,PR,1,HUTB-002642,3,"2,18791095093438","41,3813870891087"
01-2013-0510,01,CIUTAT VELLA,03,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,PR,2,HUTB-002643,3,"2,18791095093438","41,3813870891087"
01-2013-0511,01,CIUTAT VELLA,03,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,01,1,HUTB-002635,3,"2,18791095093438","41,3813870891087"
01-2013-0512,01,CIUTAT VELLA,03,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,01,2,HUTB-002636,3,"2,18791095093438","41,3813870891087"
01-2013-0513,01,CIUTAT VELLA,03,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,02,2,HUTB-002637,3,"2,18791095093438","41,3813870891087"
01-2013-0514,01,CIUTAT VELLA,03,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,03,1,HUTB-002638,3,"2,18791095093438","41,3813870891087"
01-2013-0515,01,CIUTAT VELLA,03,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,03,2,HUTB-002639,2,"2,18791095093438","41,3813870891087"
01-2013-0516,01,CIUTAT VELLA,03,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,04,1,HUTB-002640,3,"2,18791095093438","41,3813870891087"
01-2013-0517,01,CIUTAT VELLA,03,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,04,2,HUTB-002641,3,"2,18791095093438","41,3813870891087"
01-2013-0552,01,CIUTAT VELLA,01,el Raval,Carrer,RAMBLA,1,41,,,,,,,02,2,HUTB-000948,11,"2,17442836361765","41,3795145020016"
01-2013-0553,01,CIUTAT VELLA,01,el Raval,Carrer,RAMBLA,1,41,,,,,,,03,1,HUTB-000949,7,"2,17442836361765","41,3795145020016"
01-2013-0554,01,CIUTAT VELLA,01,el Raval,Carrer,RAMBLA,1,41,,,,,,,AT,,HUTB-000950,2,"2,17442836361765","41,3795145020016"
01-2013-0556,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,CALDERS,1,5,,,,,,,02,,HUTB-002907,2,"2,18309128441931","41,3846399168006"
01-2013-0557,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,CALDERS,1,5,,,,,,,03,,HUTB-002908,2,"2,18309128441931","41,3846399168006"
01-2013-0558,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,CALDERS,1,5,,,,,,,04,,HUTB-002909,2,"2,18309128441931","41,3846399168006"
01-2013-0559,01,CIUTAT VELLA,01,el Raval,Carrer,RAMBLA,1,41,,,,,,,02,1,HUTB-000947,7,"2,17442836361765","41,3795145020016"
01-2013-0592,01,CIUTAT VELLA,03,la Barceloneta,Carrer,PROCLAMACIO,2,12,,,,,,,01,,HUTB-010677,2,"2,19119639896674","41,3799345982103"
01-2013-0593,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RIPOLL,1,27,,,,,,,2,,HUTB-001667,5,"2,17494494753316","41,3855311315953"
01-2013-0594,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RIPOLL,1,27,,,,,,,4,,HUTB-001669,5,"2,17494494753316","41,3855311315953"
01-2013-0595,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RIPOLL,1,27,,,,,,,3,,HUTB-001668,5,"2,17494494753316","41,3855311315953"
01-2013-0615,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,FERRAN,2,2,,,,,,,05,,HUTB-013217,3,"2,17430505466951","41,3803549198939"
01-2013-0616,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,FERRAN,2,2,,,,,,,04,1,HUTB-013218,3,"2,17430505466951","41,3803549198939"
01-2013-0617,01,CIUTAT VELLA,01,el Raval,Carrer,UNIO,1,21,,,,,,,BJ,2,HUTB-001242,5,"2,17297245125849","41,379043519488"
01-2013-0618,01,CIUTAT VELLA,01,el Raval,Carrer,UNIO,1,21,,,,,,,01,1,HUTB-001233,3,"2,17297245125849","41,379043519488"
01-2013-0619,01,CIUTAT VELLA,01,el Raval,Carrer,UNIO,1,21,,,,,,,01,2,HUTB-001234,6,"2,17297245125849","41,379043519488"
01-2013-0620,01,CIUTAT VELLA,01,el Raval,Carrer,UNIO,1,21,,,,,,,02,1,HUTB-001235,3,"2,17297245125849","41,379043519488"
01-2013-0621,01,CIUTAT VELLA,01,el Raval,Carrer,UNIO,1,21,,,,,,,02,2,HUTB-001236,6,"2,17297245125849","41,379043519488"
01-2013-0622,01,CIUTAT VELLA,01,el Raval,Carrer,UNIO,1,21,,,,,,,03,1,HUTB-001237,3,"2,17297245125849","41,379043519488"
01-2013-0623,01,CIUTAT VELLA,01,el Raval,Carrer,UNIO,1,21,,,,,,,03,2,HUTB-001238,6,"2,17297245125849","41,379043519488"
01-2013-0624,01,CIUTAT VELLA,01,el Raval,Carrer,UNIO,1,21,,,,,,,04,1,HUTB-001239,3,"2,17297245125849","41,379043519488"
01-2013-0625,01,CIUTAT VELLA,01,el Raval,Carrer,UNIO,1,21,,,,,,,04,2,HUTB-001240,6,"2,17297245125849","41,379043519488"
01-2013-0626,01,CIUTAT VELLA,01,el Raval,Carrer,UNIO,1,21,,,,,,,05,,HUTB-001241,3,"2,17297245125849","41,379043519488"
01-2013-0631,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,VIDRE,2,10,,12,,,,,02,3,HUTB-001510,9,"2,17624204050153","41,379714712555"
01-2013-0633,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,VOLTA D'EN DUSAI,2,4,,,,,,,02,1,HUTB-001590,3,"2,1830196404963","41,3844471786904"
01-2013-0634,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,SERRA,2,8,,,,,,,04,,HUTB-013145,7,"2,17811406752141","41,379998342678"
01-2013-0645,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,ESCUDELLERS,2,36,,,,,,,02,,HUTB-000116,3,"2,17697233910458","41,380128078268"
01-2013-0647,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,ESCUDELLERS,2,36,,,,,,,04,,HUTB-000118,3,"2,17697233910458","41,380128078268"
01-2013-0648,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,ESCUDELLERS,2,36,,,,,,,03,,HUTB-000117,3,"2,17697233910458","41,380128078268"
01-2013-0663,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,CANVIS VELLS,1,7,,,,,,,01,,HUTB-002950,6,"2,1821656137678","41,3830029802774"
01-2013-0666,01,CIUTAT VELLA,01,el Raval,Carrer,MARQUES DE BARBERA,2,8,,,,,,,BJ,,HUTB-000031,12,"2,17243780529039","41,3786487850786"
01-2013-0670,01,CIUTAT VELLA,03,la Barceloneta,Carrer,SANT MIQUEL,2,58,,,,,,,PR,,HUTB-002225,3,"2,18866878429802","41,3787160555446"
01-2013-0677,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,VIDRE,2,10,,12,,,,,3,3,HUTB-001513,9,"2,17624204050153","41,379714712555"
01-2013-0681,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,FERRAN,2,2,,,,,,,03,2,HUTB-013219,4,"2,17430505466951","41,3803549198939"
01-2013-0682,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,FERRAN,2,2,,,,,,,AT,1,HUTB-013220,6,"2,17430505466951","41,3803549198939"
01-2013-0685,01,CIUTAT VELLA,03,la Barceloneta,Carrer,BERENGUER MALLOL,1,1,,3,,,,3,03,1,HUTB-004016,2,"2,19184382614981","41,3804799500468"
01-2013-0702,01,CIUTAT VELLA,01,el Raval,Carrer,AURORA,1,11,B,,,,,,01,3,HUTB-003872,6,"2,16808911806216","41,3786441888886"
01-2013-0709,01,CIUTAT VELLA,02,el Barri Gòtic,Passeig,COLOM,1,3,,,,,,,PR,4,HUTB-003342,5,"2,18133514072032","41,3808451956989"
01-2013-0711,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,REC,2,34,,,,,,,05,,HUTB-001606,3,"2,18279280729753","41,3851540092191"
01-2013-0712,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,REC,2,34,,,,,,,04,,HUTB-001605,3,"2,18279280729753","41,3851540092191"
01-2013-0713,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,REC,2,34,,,,,,,03,,HUTB-001604,3,"2,18279280729753","41,3851540092191"
01-2013-0714,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,REC,2,34,,,,,,,02,,HUTB-001603,3,"2,18279280729753","41,3851540092191"
01-2013-0715,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,REC,2,34,,,,,,,01,,HUTB-001602,3,"2,18279280729753","41,3851540092191"
01-2013-0725,01,CIUTAT VELLA,02,el Barri Gòtic,Passeig,COLOM,1,3,,,,,,,01,2,HUTB-003341,13,"2,18133514072032","41,3808451956989"
01-2013-0726,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,BANYS NOUS,2,4,,,,,,,01,,HUTB-004007,13,"2,17531842848675","41,382041198129"
01-2013-0733,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RAMBLA,2,36,,,,,,,02,,HUTB-000943,11,"2,17569012902484","41,379014649676"
01-2013-0734,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RAMBLA,2,36,,,,,,,04,2,HUTB-000946,6,"2,17569012902484","41,379014649676"
01-2013-0741,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RAMBLA,2,36,,,,,,,03,2,HUTB-000944,6,"2,17569012902484","41,379014649676"
01-2013-0751,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,MARQUESA,1,9,,,,,,,04,,HUTB-000041,8,"2,18521785263904","41,3832275639985"
01-2013-0752,01,CIUTAT VELLA,04,"Sant Pere, Santa Caterina i la Ribera",Carrer,MARQUESA,1,9,,,,,,,03,,HUTB-000039,8,"2,18521785263904","41,3832275639985"
01-2013-0753,01,CIUTAT VELLA,01,el Raval,Carrer,HOSPITAL,1,25,,,,,,,01,2,HUTB-000715,9,"2,17222590602533","41,3808800546653"
